,,,,,maxerr,err050,err075,err200,err_train,err_val,regparams,objval,time
DMA1,DW,nongrouped,set089,13,4.98207629899872,71.00710253141504,83.66417774540157,98.94372609725005,3.198923977933717,3.3127214569878287,0.001,4.89497421779958,97.65622650353832
DMA1,DW,nongrouped,set089,14,5.114996090437799,63.30358768894555,71.60808595884174,96.19377162629758,6.372492702478501,6.371799623749683,0.01,13.371479336226347,56.48293969765427
DMA1,DW,nongrouped,set089,15,7.434541230994043,52.10344199599345,65.39792387543253,86.9969040247678,26.094099722575,24.53563018683544,0.1,38.69761430203289,34.65249871905524
DMA1,DW,nongrouped,set090,0,5.038027500174053,78.91094518302677,89.18229830631942,99.10763066836643,2.0581600469704084,2.7345269054565198,0.0,2.0581600449804682,60.27289469564838
DMA1,DW,nongrouped,set090,1,5.038027500173811,78.91094518302677,89.18229830631942,99.10763066836643,2.0581600469704626,2.734526905455145,1e-15,2.058160044994269,61.54491689469907
DMA1,DW,nongrouped,set090,2,5.038027500171026,78.91094518302677,89.18229830631942,99.10763066836643,2.058160046970464,2.734526905440628,1e-14,2.0581600450602697,60.945725579290695
DMA1,DW,nongrouped,set090,3,5.038027500141453,78.91094518302677,89.18229830631942,99.10763066836643,2.0581600469701056,2.7345269052906644,1e-13,2.058160046346007,62.263299799240244
DMA1,DW,nongrouped,set090,4,5.038027499846862,78.91094518302677,89.18229830631942,99.10763066836643,2.058160046966931,2.7345269037917,1e-12,2.058160058781375,61.85666933833109
DMA1,DW,nongrouped,set090,5,5.038027496899517,78.91094518302677,89.18229830631942,99.10763066836643,2.058160046934984,2.734526888803372,1.0000000000000001e-11,2.0581601829458758,61.962388553528946
DMA1,DW,nongrouped,set090,6,5.038027467425422,78.91094518302677,89.18229830631942,99.10763066836643,2.058160046615498,2.734526738921363,1e-10,2.0581614247213804,61.318782456659584
DMA1,DW,nongrouped,set090,7,5.038027175234788,78.91094518302677,89.18229830631942,99.10763066836643,2.058160043719069,2.7345252465573324,1e-09,2.0581738426044303,61.523515066391006
DMA1,DW,nongrouped,set090,8,5.038023559154297,78.91094518302677,89.18229830631942,99.10763066836643,2.0581600337898487,2.7345103239389026,1e-08,2.0582980359801866,60.92774787243415
DMA1,DW,nongrouped,set090,9,5.037994167201106,78.91094518302677,89.18229830631942,99.10763066836643,2.0581598199045152,2.7343606704417627,1e-07,2.0595393919253566,61.19144414439305
DMA1,DW,nongrouped,set090,10,5.037705108329845,78.9291568020397,89.18229830631942,99.10763066836643,2.0581669524100246,2.732879401501373,1e-06,2.071915390116175,62.15353288414015
DMA1,DW,nongrouped,set090,11,5.035053570420914,79.23875432525952,89.3462028774358,99.10763066836643,2.0590915715267286,2.719649985017585,9.999999999999999e-06,2.192006063062964,61.90578020442082
DMA1,DW,nongrouped,set090,12,5.017888941873082,81.6426880349663,89.8925514478237,99.0894190493535,2.1018474239607903,2.6554408244991663,0.0001,2.603238988148674,94.20115922293058
DMA1,DW,nongrouped,set090,13,4.99959207241757,70.98889091240211,83.6823893644145,98.94372609725005,3.206737771957053,3.322666132142394,0.001,4.901776219635181,77.13198221817719
DMA1,DW,nongrouped,set090,14,5.112584277526707,63.28537606993262,71.62629757785467,96.19377162629758,6.376296735312894,6.372482647342391,0.01,13.371368251896293,55.59782012712789
DMA1,DW,nongrouped,set090,15,7.431605404744943,52.06701875796759,65.3797122564196,87.03332726279366,26.06847512475942,24.51366815216054,0.1,38.697684219235995,38.11213078210766
DMA1,DW,nongrouped,set091,0,5.074113306620006,78.89273356401384,89.09124021125479,99.0894190493535,2.059127494816759,2.746984986167625,0.0,2.059127491651452,65.52181369802551
DMA1,DW,nongrouped,set091,1,5.074113306620006,78.89273356401384,89.09124021125479,99.0894190493535,2.059127494816747,2.746984986166006,1e-15,2.0591274916801954,65.36721371633082
DMA1,DW,nongrouped,set091,2,5.074113306613498,78.89273356401384,89.09124021125479,99.0894190493535,2.0591274948164684,2.746984986149133,1e-14,2.059127491807916,65.448609950396
DMA1,DW,nongrouped,set091,3,5.074113306549506,78.89273356401384,89.09124021125479,99.0894190493535,2.059127494814372,2.7469849859801925,1e-13,2.0591274931287793,65.41252195141563
DMA1,DW,nongrouped,set091,4,5.074113305901278,78.89273356401384,89.09124021125479,99.0894190493535,2.0591274947926084,2.7469849842888046,1e-12,2.0591275058572007,64.90224017778401
DMA1,DW,nongrouped,set091,5,5.074113299443425,78.89273356401384,89.09124021125479,99.0894190493535,2.0591274945754896,2.746984967385268,1.0000000000000001e-11,2.059127633330584,65.43799756898497
DMA1,DW,nongrouped,set091,6,5.074113234874403,78.89273356401384,89.09124021125479,99.0894190493535,2.0591274924049814,2.746984798436518,1e-10,2.059128908384036,65.925803145949
DMA1,DW,nongrouped,set091,7,5.074112588913209,78.89273356401384,89.09124021125479,99.0894190493535,2.059127470701538,2.746983108027329,1e-09,2.0591416587238545,65.7670951594402
DMA1,DW,nongrouped,set091,8,5.07410612593452,78.89273356401384,89.09124021125479,99.0894190493535,2.059127254959883,2.7469662078871173,1e-08,2.059269158234055,66.28965304574021
DMA1,DW,nongrouped,set091,9,5.074041348308896,78.89273356401384,89.09124021125479,99.0894190493535,2.0591252107087397,2.7467974246280273,1e-07,2.0605437750830196,65.50664337728035
DMA1,DW,nongrouped,set091,10,5.073345936314539,78.94736842105263,89.10945183026772,99.10763066836643,2.0591142649971492,2.7450905569225545,1e-06,2.0732504277445156,65.64323229195448
DMA1,DW,nongrouped,set091,11,5.002703093928119,79.12948461118194,89.18229830631942,99.12584228737936,2.018947008222409,2.69297901680741,9.999999999999999e-06,2.140569010424519,131.33341473783616
DMA1,DW,nongrouped,set091,12,4.999149595167694,81.86122746312147,89.96539792387543,99.0894190493535,2.1112696191498093,2.63579692504501,0.0001,2.6022721836281253,113.69328707960847
DMA1,DW,nongrouped,set091,13,4.9975326856057904,70.8614095793116,83.64596612638864,98.94372609725005,3.1972171656080484,3.324453550396996,0.001,4.891430282281831,75.54980501411819
DMA1,DW,nongrouped,set091,14,5.113472232065959,63.32179930795848,71.6445091968676,96.19377162629758,6.366316316870073,6.367119839057888,0.01,13.373069395667663,60.58225547213614
DMA1,DW,nongrouped,set091,15,7.431384677424916,51.975960662902935,65.36150063740666,87.03332726279366,26.05749533746063,24.506785174133604,0.1,38.69804064068594,34.24920085299373
DMA1,DW,nongrouped,set092,0,4.971866479341983,78.65598251684574,88.90912402112548,99.10763066836643,2.0340918786509423,2.725263447197422,0.0,2.0340918749570847,117.03384260332456
DMA1,DW,nongrouped,set092,1,4.971866477256995,78.65598251684574,88.90912402112548,99.10763066836643,2.034091878630619,2.725263447192712,1e-15,2.0340918749714603,117.34858548627571
DMA1,DW,nongrouped,set092,2,4.971866475619791,78.65598251684574,88.90912402112548,99.10763066836643,2.0340918786134705,2.725263447371572,1e-14,2.034091875071739,118.87526762977745
DMA1,DW,nongrouped,set092,3,4.971866430577094,78.65598251684574,88.90912402112548,99.10763066836643,2.034091878177508,2.7252634489368823,1e-13,2.0340918758999007,118.25703706998534
DMA1,DW,nongrouped,set092,4,4.971866007709139,78.65598251684574,88.90912402112548,99.10763066836643,2.034091874054455,2.7252634647349687,1e-12,2.034091884763598,117.79523787935425
DMA1,DW,nongrouped,set092,5,4.971861767447436,78.65598251684574,88.90912402112548,99.10763066836643,2.034091832557879,2.7252636212925445,1.0000000000000001e-11,2.034091972643956,117.02023892720555
DMA1,DW,nongrouped,set092,6,4.971819500962383,78.65598251684574,88.90912402112548,99.10763066836643,2.0340914067604716,2.725265074438333,1e-10,2.03409284065876,119.14309414665983
DMA1,DW,nongrouped,set092,7,4.9714158634320285,78.65598251684574,88.90912402112548,99.10763066836643,2.0340860366182563,2.7252678014306038,1e-09,2.034100410504514,118.45274233379153
DMA1,DW,nongrouped,set092,8,4.970094472171539,78.63777089783281,88.90912402112548,99.0894190493535,2.034150836040444,2.7247118310433858,1e-08,2.0342946652172214,118.26794584362295
DMA1,DW,nongrouped,set092,9,5.014883525102775,78.85631032598798,89.12766344928063,99.12584228737936,2.036202841432562,2.7137017326250197,1e-07,2.037618692374521,105.65219248985723
DMA1,DW,nongrouped,set092,10,5.007929473570584,79.111272992169,89.30977963940995,99.12584228737936,2.034619725911722,2.6888622802682134,1e-06,2.048689104576471,121.8840383590563
DMA1,DW,nongrouped,set092,11,5.059196507956656,80.0764887998543,89.61937716262976,99.0894190493535,2.033724166185856,2.6601978191701896,9.999999999999999e-06,2.158967554397113,115.38660409782568
DMA1,DW,nongrouped,set092,12,5.05546718960899,81.56984155891459,89.7650701147332,99.0894190493535,2.1033127744619424,2.6830756092122185,0.0001,2.6008135972358453,138.54288363547093
DMA1,DW,nongrouped,set092,13,4.988539461818647,70.84319796029867,83.6823893644145,98.94372609725005,3.1978234461671295,3.3284299797238472,0.001,4.898681089241315,91.94530986032356
DMA1,DW,nongrouped,set092,14,5.108408669731418,63.30358768894555,71.6445091968676,96.19377162629758,6.374043286635393,6.365819572061511,0.01,13.371831993530996,53.25595072618234
DMA1,DW,nongrouped,set092,15,7.431362888659081,52.08523037698052,65.39792387543253,87.01511564378073,26.074981455877595,24.51838872344631,0.1,38.69757381112559,38.4762035106868
DMA1,DW,nongrouped,set093,0,5.020033612838802,79.82152613367329,89.23693316335822,99.0894190493535,2.0227761686675167,2.692294185873058,0.0,2.0227761673741043,131.99714428442022
DMA1,DW,nongrouped,set093,1,5.020033610873867,79.82152613367329,89.23693316335822,99.0894190493535,2.0227761687285186,2.692294184870059,1e-15,2.0227761674173643,133.4518963542473
DMA1,DW,nongrouped,set093,2,5.020033596291583,79.82152613367329,89.23693316335822,99.0894190493535,2.0227761691858466,2.6922941772437854,1e-14,2.0227761680249836,132.1602523910256
DMA1,DW,nongrouped,set093,3,5.020033436073362,79.82152613367329,89.23693316335822,99.0894190493535,2.0227761742170487,2.6922940955679997,1e-13,2.0227761743049038,133.44440528664506
DMA1,DW,nongrouped,set093,4,5.02003185174884,79.82152613367329,89.23693316335822,99.0894190493535,2.022776223935717,2.692293287907255,1e-12,2.0227762367985083,132.94204441349837
DMA1,DW,nongrouped,set093,5,5.020016025962903,79.82152613367329,89.23693316335822,99.0894190493535,2.022776720458122,2.692285230623592,1.0000000000000001e-11,2.022776860715342,132.1355710019768
DMA1,DW,nongrouped,set093,6,5.019859313124613,79.83973775268622,89.23693316335822,99.0894190493535,2.022781625976274,2.692206573156894,1e-10,2.022783040221883,132.35581779875952
DMA1,DW,nongrouped,set093,7,5.019834840731477,79.83973775268622,89.23693316335822,99.0894190493535,2.022811525959321,2.692305895425361,1e-09,2.02282567860905,133.65903602812176
DMA1,DW,nongrouped,set093,8,5.010137209399417,79.98543070478965,89.38262611546166,99.12584228737936,2.0311366621892057,2.675311380835045,1e-08,2.0312739615224547,105.30811233650311
DMA1,DW,nongrouped,set093,9,5.043771654808793,80.27681660899654,89.49189582953925,99.0894190493535,2.030326730898069,2.675955982303933,1e-07,2.0316972789874086,104.44979765777433
DMA1,DW,nongrouped,set093,10,5.032387704107791,79.40265889637588,89.18229830631942,99.0894190493535,2.022013557101963,2.6956441313831245,1e-06,2.036203407665366,111.9098702460697
DMA1,DW,nongrouped,set093,11,5.014404665462507,79.91258422873794,89.29156802039702,99.10763066836643,2.0138341266778523,2.6755958263387556,9.999999999999999e-06,2.111722928852553,175.66440102680875
DMA1,DW,nongrouped,set093,12,5.002578090294691,81.8794390821344,89.96539792387543,99.0894190493535,2.1019698626140753,2.6451891334331354,0.0001,2.6066570218941876,96.10882042736937
DMA1,DW,nongrouped,set093,13,4.991412947988891,70.75213986523401,83.48206155527227,98.94372609725005,3.2177689323698795,3.3328449694967657,0.001,4.899882013991533,92.44332193670294
DMA1,DW,nongrouped,set093,14,5.113449817223369,63.340010926971416,71.62629757785467,96.19377162629758,6.370760275421533,6.365014697931647,0.01,13.371567832491856,54.72837085211268
DMA1,DW,nongrouped,set093,15,7.43192338196593,52.08523037698052,65.39792387543253,87.01511564378073,26.082880932072577,24.525593587288572,0.1,38.69755131855872,37.42887057026206
DMA1,DW,nongrouped,set094,0,5.00094427591651,79.12948461118194,88.89091240211255,99.0894190493535,2.0227514069058508,2.723512512268532,0.0,2.022751407319447,108.60349306579052
DMA1,DW,nongrouped,set094,1,5.000944278239274,79.12948461118194,88.89091240211255,99.0894190493535,2.022751406945105,2.7235125107002056,1e-15,2.0227514073634394,108.58504019044376
DMA1,DW,nongrouped,set094,2,5.000944287968409,79.12948461118194,88.89091240211255,99.0894190493535,2.0227514071246717,2.7235125039899852,1e-14,2.0227514076866093,109.69400688930156
DMA1,DW,nongrouped,set094,3,5.000944397399238,79.12948461118194,88.89091240211255,99.0894190493535,2.02275140912268,2.7235124284172354,1e-13,2.022751411020174,109.40878390226669
DMA1,DW,nongrouped,set094,4,5.000945484155267,79.12948461118194,88.89091240211255,99.0894190493535,2.022751428968901,2.7235116785323443,1e-12,2.0227514442685015,109.282195338302
DMA1,DW,nongrouped,set094,5,5.000956390313149,79.12948461118194,88.89091240211255,99.0894190493535,2.0227516279421924,2.7235041598355476,1.0000000000000001e-11,2.0227517771879304,109.31608926495583
DMA1,DW,nongrouped,set094,6,5.001069101329961,79.12948461118194,88.89091240211255,99.0894190493535,2.022753665779568,2.7234272256178267,1e-10,2.022755154944132,110.64039197337345
DMA1,DW,nongrouped,set094,7,5.001466500253258,79.12948461118194,88.90912402112548,99.0894190493535,2.022631463648002,2.7223404498462442,1e-09,2.0226463714315277,113.89857098743519
DMA1,DW,nongrouped,set094,8,5.019889695015934,79.5301402294664,89.036605354216,99.0894190493535,2.0236340263136148,2.708289032227571,1e-08,2.023782738286327,107.9640676817851
DMA1,DW,nongrouped,set094,9,4.989826978732779,78.89273356401384,88.81806592606083,99.0894190493535,2.023898669617427,2.7310843588518523,1e-07,2.025384914716269,106.84936217932542
DMA1,DW,nongrouped,set094,10,5.000670655900564,79.31160080131123,88.9819704971772,99.0894190493535,2.0227617669104694,2.714572037498765,1e-06,2.0373473006148,112.58934493468679
DMA1,DW,nongrouped,set094,11,4.993363434309927,79.54835184847933,89.05481697322892,99.0894190493535,2.0192311831704255,2.7054766350200725,9.999999999999999e-06,2.1392974183191233,110.44046707651196
DMA1,DW,nongrouped,set094,12,5.00243137185555,81.86122746312147,89.9471863048625,99.10763066836643,2.0955380071987904,2.6421692386593794,0.0001,2.6040832621500067,96.03890736053526
DMA1,DW,nongrouped,set094,13,4.99907860727329,70.73392824622108,83.53669641231104,98.94372609725005,3.224239023985363,3.3400022308624173,0.001,4.888276472078504,90.5853836290555
DMA1,DW,nongrouped,set094,14,5.118372462230084,63.28537606993262,71.58987433982881,96.2119832453105,6.37419600696108,6.381998744942247,0.01,13.37141807933478,56.31288455073696
DMA1,DW,nongrouped,set094,15,7.433732126537393,52.10344199599345,65.39792387543253,86.9969040247678,26.10000769152855,24.541832929689196,0.1,38.69764047477129,35.14438321761348
DMA1,DW,nongrouped,set095,0,5.035228515072106,79.111272992169,89.05481697322892,99.12584228737936,2.062303093409493,2.74567159574242,0.0,2.0623030940187164,68.224602864355
DMA1,DW,nongrouped,set095,1,5.035228515073825,79.111272992169,89.05481697322892,99.12584228737936,2.0623030934097044,2.7456715957384197,1e-15,2.0623030940035734,68.82916345539446
DMA1,DW,nongrouped,set095,2,5.035228515070557,79.111272992169,89.05481697322892,99.12584228737936,2.0623030934092035,2.74567159572385,1e-14,2.0623030941583265,67.61204952016963
DMA1,DW,nongrouped,set095,3,5.035228515048743,79.111272992169,89.05481697322892,99.12584228737936,2.062303093405538,2.745671595565921,1e-13,2.0623030953857144,67.3347722398955
DMA1,DW,nongrouped,set095,4,5.035228514822279,79.111272992169,89.05481697322892,99.12584228737936,2.0623030933681568,2.7456715939978427,1e-12,2.062303107921527,67.55114326992906
DMA1,DW,nongrouped,set095,5,5.035228512567997,79.111272992169,89.05481697322892,99.12584228737936,2.0623030929955948,2.745671578302437,1.0000000000000001e-11,2.0623032331923343,66.87669826758102
DMA1,DW,nongrouped,set095,6,5.035228489998829,79.111272992169,89.05481697322892,99.12584228737936,2.0623030892670378,2.745671421381681,1e-10,2.062304485972686,66.95365161210854
DMA1,DW,nongrouped,set095,7,5.035228264315151,79.111272992169,89.05481697322892,99.12584228737936,2.0623030519913454,2.7456698521897756,1e-09,2.062317013567881,66.27001802304247
DMA1,DW,nongrouped,set095,8,5.035226060720063,79.111272992169,89.05481697322892,99.12584228737936,2.0623026315670407,2.7456544097404,1e-08,2.0624422369959694,66.62677717719978
DMA1,DW,nongrouped,set095,9,5.035203518614594,79.12948461118194,89.05481697322892,99.12584228737936,2.062299006493956,2.745497721133336,1e-07,2.0636945679991427,66.87654386989878
DMA1,DW,nongrouped,set095,10,5.034981534160579,79.1659078492078,89.09124021125479,99.12584228737936,2.0622722307703323,2.743950449220154,1e-06,2.076179114702009,66.88386514282
DMA1,DW,nongrouped,set095,11,5.033232652099912,79.47550537242762,89.23693316335822,99.12584228737936,2.0628082064047777,2.7307518713339567,9.999999999999999e-06,2.1972134131878005,66.51496032278952
DMA1,DW,nongrouped,set095,12,5.0154865062559395,81.8794390821344,89.83791659078491,99.10763066836643,2.1113658888881597,2.6446078564078994,0.0001,2.599273006988979,116.84549796032536
DMA1,DW,nongrouped,set095,13,5.000243417739796,70.98889091240211,83.77344745947914,98.94372609725005,3.1851303951535836,3.302656954385158,0.001,4.88893286640688,100.41679376318902
DMA1,DW,nongrouped,set095,14,5.118867638049565,63.26716445091969,71.66272081588053,96.19377162629758,6.388320025036416,6.37531173348023,0.01,13.371698766525515,47.85813932402043
DMA1,DW,nongrouped,set095,15,7.435473039383282,52.08523037698052,65.39792387543253,87.01511564378073,26.0932434590405,24.535401203635782,0.1,38.697640751859765,35.589409516542794
DMA1,DW,nongrouped,set096,0,5.043968614608957,78.91094518302677,89.14587506829356,99.0894190493535,2.0678942815254584,2.7463468675582248,0.0,2.067894282838097,75.77695565407734
DMA1,DW,nongrouped,set096,1,5.043968614608701,78.91094518302677,89.14587506829356,99.0894190493535,2.0678942815252483,2.7463468675556086,1e-15,2.067894282851724,77.43242214464796
DMA1,DW,nongrouped,set096,2,5.043968614609838,78.91094518302677,89.14587506829356,99.0894190493535,2.067894281524245,2.746346867539878,1e-14,2.06789428297437,77.53610467906239
DMA1,DW,nongrouped,set096,3,5.043968614618009,78.91094518302677,89.14587506829356,99.0894190493535,2.0678942815138233,2.746346867377845,1e-13,2.0678942841717247,76.77105176043297
DMA1,DW,nongrouped,set096,4,5.043968614700802,78.91094518302677,89.14587506829356,99.0894190493535,2.0678942814095276,2.7463468657561,1e-12,2.0678942963490003,76.23655392927132
DMA1,DW,nongrouped,set096,5,5.043968615525614,78.91094518302677,89.14587506829356,99.0894190493535,2.0678942803655063,2.7463468495359495,1.0000000000000001e-11,2.0678944179471257,78.61474100109575
DMA1,DW,nongrouped,set096,6,5.043968623777388,78.91094518302677,89.14587506829356,99.0894190493535,2.067894269926918,2.746346687344316,1e-10,2.067895633971493,75.96256818518141
DMA1,DW,nongrouped,set096,7,5.043968706222273,78.91094518302677,89.14587506829356,99.0894190493535,2.0678941655505962,2.7463450653868757,1e-09,2.0679077941464397,75.73014621161121
DMA1,DW,nongrouped,set096,8,5.0439695335712145,78.91094518302677,89.14587506829356,99.0894190493535,2.0678931219604353,2.746328833676126,1e-08,2.0680293903873648,76.1543027340793
DMA1,DW,nongrouped,set096,9,5.043977172905059,78.91094518302677,89.14587506829356,99.0894190493535,2.0678828342677718,2.7461662274202805,1e-07,2.0692449616473967,75.49863266096921
DMA1,DW,nongrouped,set096,10,5.024574777574372,79.12948461118194,89.01839373520306,99.0894190493535,2.0238526610062832,2.719144834228165,1e-06,2.038071329596018,121.62111279242536
DMA1,DW,nongrouped,set096,11,5.026610902494397,79.69404480058277,89.14587506829356,99.12584228737936,2.021680138023346,2.6953029920811833,9.999999999999999e-06,2.130956199793303,190.5004148635783
DMA1,DW,nongrouped,set096,12,5.019229254588737,81.93407393917319,89.98360954288836,99.10763066836643,2.1026904464597163,2.63969243368802,0.0001,2.603715201923511,136.12507367036224
DMA1,DW,nongrouped,set096,13,5.030462642373095,70.91604443635039,84.06483336368603,98.99836095428883,3.1860314034596406,3.2729985839161215,0.001,4.8912506303910455,82.85301511728663
DMA1,DW,nongrouped,set096,14,5.104304042413602,63.30358768894555,71.6445091968676,96.19377162629758,6.3735515244722425,6.367971890343337,0.01,13.371613512241147,63.318914614232476
DMA1,DW,nongrouped,set096,15,7.434176074086608,52.121653615006366,65.39792387543253,86.9969040247678,26.100683987533383,24.542586736511126,0.1,38.69759615141356,35.90277436810289
DMA1,DW,nongrouped,set097,0,5.041696533348585,79.34802403933709,89.20050992533236,99.10763066836643,2.040454212490494,2.7229601904160283,0.0,2.040454212925397,92.246098357739
DMA1,DW,nongrouped,set097,1,5.041696533462002,79.34802403933709,89.20050992533236,99.10763066836643,2.0404542124975213,2.7229601904266936,1e-15,2.040454212925347,92.31590663944249
DMA1,DW,nongrouped,set097,2,5.041696533220204,79.34802403933709,89.20050992533236,99.10763066836643,2.0404542124745695,2.7229601903571305,1e-14,2.040454213026761,92.6179487091755
DMA1,DW,nongrouped,set097,3,5.041696535553356,79.34802403933709,89.20050992533236,99.10763066836643,2.0404542125609058,2.722960190268919,1e-13,2.0404542144192512,92.01678272867323
DMA1,DW,nongrouped,set097,4,5.0416965580467235,79.34802403933709,89.20050992533236,99.10763066836643,2.040454213363853,2.722960189303165,1e-12,2.0404542283004976,92.4427009244187
DMA1,DW,nongrouped,set097,5,5.041696783634592,79.34802403933709,89.20050992533236,99.10763066836643,2.0404542214672543,2.7229601798169645,1.0000000000000001e-11,2.0404543669383366,91.83245755774516
DMA1,DW,nongrouped,set097,6,5.041699037418027,79.34802403933709,89.20050992533236,99.10763066836643,2.0404543023586412,2.7229600873640725,1e-10,2.040455752996401,91.69070679922912
DMA1,DW,nongrouped,set097,7,5.04172139820686,79.34802403933709,89.20050992533236,99.10763066836643,2.0404551020434307,2.7229594130360444,1e-09,2.0404696014522323,91.66531543745867
DMA1,DW,nongrouped,set097,8,5.0419298040030895,79.34802403933709,89.20050992533236,99.10763066836643,2.040462217460415,2.7229767882724007,1e-08,2.040607233225516,91.27654720591518
DMA1,DW,nongrouped,set097,9,5.042357724608792,79.25696594427245,89.18229830631942,99.10763066836643,2.0403847590629853,2.723858679922177,1e-07,2.0418353624483,93.6902915079564
DMA1,DW,nongrouped,set097,10,5.02936748122282,78.8016754689492,89.07302859224185,99.10763066836643,2.0407152057653555,2.7358143809256403,1e-06,2.0552739469359858,94.26215058435888
DMA1,DW,nongrouped,set097,11,5.053631937931129,79.1659078492078,89.07302859224185,99.10763066836643,2.059518544528696,2.7606568280677166,9.999999999999999e-06,2.1928167212577185,74.60863737416162
DMA1,DW,nongrouped,set097,12,5.012139007127558,81.95228555818612,89.85612820979784,99.10763066836643,2.118485551225555,2.6527100937671055,0.0001,2.5970139932401004,140.15436560515766
DMA1,DW,nongrouped,set097,13,4.941477622304689,70.47896558004007,83.29994536514296,98.96193771626297,3.237392049149019,3.3485065438918253,0.001,4.902073100130577,81.41038476244569
DMA1,DW,nongrouped,set097,14,5.117432744749308,63.30358768894555,71.60808595884174,96.19377162629758,6.379331142362759,6.371742559403615,0.01,13.371448919207161,45.72627514950058
DMA1,DW,nongrouped,set097,15,7.432217763361322,52.08523037698052,65.39792387543253,87.01511564378073,26.076818304513715,24.520566904315853,0.1,38.69760694371435,37.85872740383505
DMA1,DW,nongrouped,set098,0,5.046255032683206,78.8016754689492,89.07302859224185,99.12584228737936,2.0583504629071347,2.7494749899526205,0.0,2.058350463194074,81.69254759597248
DMA1,DW,nongrouped,set098,1,5.046255032680563,78.8016754689492,89.07302859224185,99.12584228737936,2.058350462906973,2.749474989949675,1e-15,2.0583504631931824,81.31281398115921
DMA1,DW,nongrouped,set098,2,5.046255032676697,78.8016754689492,89.07302859224185,99.12584228737936,2.0583504629066574,2.7494749899359086,1e-14,2.058350463330677,84.07758119992234
DMA1,DW,nongrouped,set098,3,5.046255032613743,78.8016754689492,89.07302859224185,99.12584228737936,2.0583504629021676,2.7494749897815476,1e-13,2.0583504645455477,82.27713827959067
DMA1,DW,nongrouped,set098,4,5.046255031976855,78.8016754689492,89.07302859224185,99.12584228737936,2.0583504628569678,2.7494749882342187,1e-12,2.058350476796123,81.0829658725522
DMA1,DW,nongrouped,set098,5,5.046255025596125,78.8016754689492,89.07302859224185,99.12584228737936,2.058350462404927,2.749474972754345,1.0000000000000001e-11,2.058350599287316,80.74266140545515
DMA1,DW,nongrouped,set098,6,5.046254961831536,78.8016754689492,89.07302859224185,99.12584228737936,2.0583504578864433,2.7494748179820956,1e-10,2.0583518241842165,81.09809770080038
DMA1,DW,nongrouped,set098,7,5.046254324173347,78.8016754689492,89.07302859224185,99.12584228737936,2.058350412711636,2.749473270257633,1e-09,2.0583640731780943,83.89921894446731
DMA1,DW,nongrouped,set098,8,5.046247948223865,78.8016754689492,89.07302859224185,99.12584228737936,2.0583499620729055,2.7494577941023675,1e-08,2.058486559550655,81.62433504211506
DMA1,DW,nongrouped,set098,9,5.046184270357955,78.8016754689492,89.07302859224185,99.12584228737936,2.058345566743758,2.7493031511305226,1e-07,2.059711055290066,81.25030473226758
DMA1,DW,nongrouped,set098,10,5.0455514254047245,78.81988708796212,89.07302859224185,99.12584228737936,2.0583124192361666,2.747766060266568,1e-06,2.071919064583743,82.14914987181999
DMA1,DW,nongrouped,set098,11,5.0422941851542475,79.20233108723366,89.14587506829356,99.10763066836643,2.058743931866201,2.734358994722789,9.999999999999999e-06,2.1907223378776295,77.98228318673395
DMA1,DW,nongrouped,set098,12,5.004656628803701,81.82480422509562,89.8925514478237,99.0894190493535,2.104230691857645,2.6418771902635934,0.0001,2.5978922053049516,121.2782293280322
DMA1,DW,nongrouped,set098,13,4.984745711411136,70.97067929338918,83.93735203059552,98.94372609725005,3.1749760135592444,3.292566900231612,0.001,4.887693213239018,87.4268244802016
DMA1,DW,nongrouped,set098,14,5.082378428878471,63.79530140229467,72.04516481515206,96.2666181023493,6.293959429068941,6.325634864539859,0.01,13.374894915321638,48.93166469784673
DMA1,DW,nongrouped,set098,15,7.432094677439295,52.08523037698052,65.39792387543253,87.03332726279366,26.073384870949877,24.51754874027125,0.1,38.69758971067349,39.474180088430096
DMA1,DW,nongrouped,set099,0,5.027715533492412,79.23875432525952,89.12766344928063,99.10763066836643,2.0620343843132596,2.7483728596832324,0.0,2.0620343836199027,81.55617894391986
DMA1,DW,nongrouped,set099,1,5.027715533597089,79.23875432525952,89.12766344928063,99.10763066836643,2.062034384299252,2.748372859679181,1e-15,2.062034383619175,80.72781912632297
DMA1,DW,nongrouped,set099,2,5.027715534421873,79.23875432525952,89.12766344928063,99.10763066836643,2.0620343841866284,2.7483728596383505,1e-14,2.0620343836126223,80.62675878634012
DMA1,DW,nongrouped,set099,3,5.027715542253375,79.23875432525952,89.12766344928063,99.10763066836643,2.0620343830632915,2.748372859458278,1e-13,2.0620343837508255,80.19614664443796
DMA1,DW,nongrouped,set099,4,5.027715624772625,79.23875432525952,89.12766344928063,99.10763066836643,2.062034371756556,2.7483728555210525,1e-12,2.0620343849000284,81.00423331927644
DMA1,DW,nongrouped,set099,5,5.027716446150421,79.23875432525952,89.12766344928063,99.10763066836643,2.0620342587522402,2.7483728182234186,1.0000000000000001e-11,2.0620343962757133,79.36910241484819
DMA1,DW,nongrouped,set099,6,5.02772469633382,79.23875432525952,89.12766344928063,99.10763066836643,2.06203312601073,2.7483724470869424,1e-10,2.062034507740733,78.72717202467967
DMA1,DW,nongrouped,set099,7,5.027810730888675,79.25696594427245,89.14587506829356,99.10763066836643,2.062021525290941,2.748369034786386,1e-09,2.0620353493492023,80.55540139548133
