,,LBFGSB,LBFGSB,LBFGSB,LBFGSB,LBFGSB,LBFGSB,LBFGSB,LBFGSB,SCP,SCP,SCP,SCP,SCP,SCP,SCP,SCP
,,DMA1,DMA1,DMA1,DMA1,DMA2,DMA2,DMA2,DMA2,DMA1,DMA1,DMA1,DMA1,DMA2,DMA2,DMA2,DMA2
,,DW,DW,HW,HW,DW,DW,HW,HW,DW,DW,HW,HW,DW,DW,HW,HW
,,grouped,nongrouped,grouped,nongrouped,grouped,nongrouped,grouped,nongrouped,grouped,nongrouped,grouped,nongrouped,grouped,nongrouped,grouped,nongrouped
err050,set027,72.46403205244947,78.91094518302677,68.6942269167729,74.66763795301402,85.71703191080353,86.29373317954632,77.95078815840061,80.1038062283737,73.72063376434164,80.14933527590603,67.7836459661264,14.878892733564014,85.50557477893118,86.98577470203767,78.48904267589388,7.516339869281046
err050,set028,72.4822436714624,78.52850118375524,67.74722272810052,73.42924786013477,85.40945790080738,86.21683967704729,77.98923490965012,79.23875432525952,73.7570570023675,80.24039337097068,67.83828082316518,10.526315789473683,85.50557477893118,86.98577470203767,78.52748942714341,5.555555555555555
err050,set029,71.8812602440357,78.98379165907849,70.20579129484611,74.66763795301402,85.48635140330641,86.58208381391772,77.95078815840061,79.21953094963476,73.72063376434164,80.05827718084137,67.85649244217811,74.68584957202695,85.46712802768167,86.77431757016532,78.54671280276817,80.12302960399846
err050,set030,71.6445091968676,79.05663813513021,68.47568748861774,74.86796576215625,85.39023452518262,86.33217993079585,77.9123414071511,80.21914648212226,73.72063376434164,80.22218175195775,67.82006920415225,10.526315789473683,85.50557477893118,87.06266820453672,78.52748942714341,5.613225682429835
err050,set031,72.30012748133309,79.5301402294664,68.62138044072118,73.93917319249681,85.40945790080738,86.5436370626682,77.9123414071511,79.06574394463668,73.72063376434164,80.22218175195775,67.85649244217811,10.580950646512475,85.48635140330641,86.5436370626682,78.52748942714341,5.555555555555555
err050,set032,71.51702786377709,79.85794937169915,67.7290111090876,74.94081223820798,85.48635140330641,86.71664744329104,78.04690503652442,80.12302960399846,73.73884538335457,80.29502822800947,67.98397377526862,10.526315789473683,85.56324490580546,86.98577470203767,78.52748942714341,5.555555555555555
err050,set033,72.75541795665634,79.47550537242762,67.38299034784193,73.15607357494082,85.33256439830834,86.62053056516724,77.97001153402537,80.75740099961554,73.73884538335457,80.29502822800947,67.83828082316518,10.526315789473683,85.48635140330641,86.83198769703961,78.54671280276817,5.555555555555555
err050,set034,72.20906938626844,79.09306137315608,67.74722272810052,75.06829357129848,85.31334102268359,86.159169550173,77.77777777777779,79.66166858900424,73.68421052631578,80.3678747040612,67.82006920415225,4.061191039883446,85.52479815455594,86.96655132641293,78.54671280276817,5.555555555555555
err050,set035,73.95738481150974,78.89273356401384,68.5121107266436,74.33982881078128,85.40945790080738,86.5436370626682,77.89311803152633,80.25759323337178,73.72063376434164,80.25860498998361,67.9111272992169,4.2250956109998175,84.89042675893887,86.88965782391388,78.52748942714341,5.555555555555555
err050,set036,70.95246767437625,78.89273356401384,68.49389910763067,74.72227281005281,85.42868127643214,86.56286043829297,77.83544790465206,79.87312572087659,73.72063376434164,80.42250956109999,67.71079949007466,74.39446366782006,85.39023452518262,87.04344482891196,78.54671280276817,0.0
err050,set037,72.86468767073393,79.07484975414314,67.69258787106173,74.32161719176835,85.42868127643214,86.42829680891964,78.29680891964628,78.95040369088811,73.72063376434164,80.16754689491896,67.7836459661264,74.66763795301402,85.60169165705499,86.87043444828913,78.48904267589388,5.555555555555555
err050,set038,53.19613913676926,79.2933891822983,69.0584592970315,73.88453833545803,84.81353325643983,86.67820069204151,77.9123414071511,80.37293348712033,73.68421052631578,80.24039337097068,67.87470406119104,10.781278455654707,85.50557477893118,86.62053056516724,78.52748942714341,81.08419838523645
err050,set039,72.9739573848115,78.61955927881988,67.61974139501001,74.03023128756146,85.46712802768167,86.12072279892348,77.9123414071511,80.41138023836986,73.68421052631578,80.42250956109999,67.82006920415225,10.526315789473683,85.50557477893118,86.81276432141483,78.48904267589388,5.555555555555555
err050,set040,72.13622291021672,79.14769623019487,70.07830996175561,74.75869604807868,85.29411764705883,86.31295655517108,78.0084582852749,80.35371011149557,73.73884538335457,80.24039337097068,67.82006920415225,7.0296849389910765,85.56324490580546,86.94732795078815,78.54671280276817,80.81507112648981
err050,set041,74.03023128756146,79.23875432525952,68.5121107266436,74.48552176288472,85.4479046520569,86.52441368704345,78.14302191464822,79.71933871587851,73.72063376434164,80.4953560371517,67.85649244217811,10.690220360590057,85.14033064206075,86.94732795078815,78.54671280276817,5.632449058054594
err050,set042,72.82826443270807,78.21890366053542,67.76543434711346,74.10307776361319,85.39023452518262,86.50519031141869,77.95078815840061,80.41138023836986,73.72063376434164,80.42250956109999,67.80185758513932,2.4585685667455834,85.52479815455594,86.85121107266436,78.46981930026912,5.555555555555555
err050,set043,73.13786195592789,78.81988708796212,68.65780367874704,75.3778910945183,85.48635140330641,86.52441368704345,77.85467128027682,79.73856209150327,73.72063376434164,80.1311236568931,67.82006920415225,74.63121471498816,85.52479815455594,86.87043444828913,78.54671280276817,81.27643214148405
err050,set044,73.04680386086324,79.07484975414314,66.1081770169368,72.93753414678565,85.48635140330641,86.69742406766629,77.87389465590158,79.98846597462514,73.73884538335457,80.16754689491896,67.85649244217811,24.367146239300673,85.46712802768167,86.98577470203767,78.52748942714341,5.555555555555555
err050,set045,71.22564195957021,78.83809870697505,68.89455472591514,75.03187033327264,85.50557477893118,86.38985005767013,77.9123414071511,79.95001922337562,73.73884538335457,80.25860498998361,67.76543434711346,10.526315789473683,85.52479815455594,86.83198769703961,78.54671280276817,5.555555555555555
err050,set046,71.24385357858314,79.03842651611728,67.74722272810052,73.93917319249681,85.33256439830834,86.67820069204151,77.93156478277585,80.31526336024606,73.77526862138043,80.44072118011292,67.82006920415225,12.256419595702058,85.48635140330641,86.94732795078815,78.48904267589388,5.613225682429835
err050,set047,72.73720633764341,79.58477508650519,68.47568748861774,73.77526862138043,85.0634371395617,86.69742406766629,77.79700115340253,79.89234909650135,73.73884538335457,80.18575851393189,67.83828082316518,74.39446366782006,85.58246828143022,86.83198769703961,78.48904267589388,5.555555555555555
err050,set048,51.61172828264433,79.18411946822073,67.10981606264797,73.88453833545803,85.90926566705114,86.37062668204537,77.93156478277585,80.60361399461745,73.68421052631578,80.25860498998361,67.83828082316518,74.94081223820798,85.52479815455594,86.88965782391388,78.52748942714341,81.02652825836218
err050,set049,72.39118557639775,79.14769623019487,68.23893644144965,73.77526862138043,85.33256439830834,86.159169550173,78.0084582852749,79.87312572087659,73.73884538335457,80.85958841741031,67.83828082316518,73.46567109816063,85.40945790080738,86.88965782391388,78.52748942714341,80.50749711649365
err050,set050,73.88453833545803,79.56656346749226,67.71079949007466,76.27026042615188,85.5440215301807,86.48596693579393,78.06612841214917,79.20030757401,73.73884538335457,80.69568384629393,67.85649244217811,0.0,85.40945790080738,86.87043444828913,78.60438292964244,80.52672049211841
err050,set051,71.35312329266071,78.78346384993627,67.76543434711346,73.84811509743217,85.35178777393311,86.38985005767013,77.9123414071511,80.1038062283737,73.72063376434164,80.16754689491896,67.82006920415225,5.263157894736842,85.29411764705883,86.98577470203767,78.48904267589388,5.555555555555555
err050,set052,71.280276816609,78.76525223092334,67.98397377526862,74.32161719176835,85.39023452518262,86.46674356016916,78.08535178777393,80.62283737024222,73.68421052631578,80.25860498998361,67.76543434711346,72.77362957566928,85.14033064206075,87.00499807766244,78.52748942714341,5.555555555555555
err050,set053,73.04680386086324,78.96558004006556,68.02039701329448,74.57657985794938,85.46712802768167,86.4475201845444,77.93156478277585,80.93041138023837,73.70242214532871,80.14933527590603,67.82006920415225,11.127299216900383,85.5440215301807,86.90888119953864,78.54671280276817,1.9223375624759707
err050,set054,72.20906938626844,79.63940994354398,68.11145510835914,74.64942633400109,85.40945790080738,86.06305267204921,77.93156478277585,80.60361399461745,73.73884538335457,80.3678747040612,67.85649244217811,74.55836823893645,85.40945790080738,86.94732795078815,78.60438292964244,80.44982698961938
err050,set055,72.20906938626844,79.111272992169,69.44090329630303,67.43762520488072,85.31334102268359,86.60130718954248,77.97001153402537,80.2960399846213,73.73884538335457,80.33145146603533,67.7290111090876,74.2305590967037,85.69780853517878,86.85121107266436,78.52748942714341,5.555555555555555
err050,set056,73.10143871790203,78.96558004006556,68.94918958295393,74.46731014387179,85.50557477893118,86.58208381391772,77.89311803152633,80.27681660899654,73.72063376434164,80.1311236568931,67.82006920415225,4.953560371517028,85.5440215301807,87.0242214532872,78.46981930026912,5.555555555555555
err050,set057,73.53851757421235,79.49371699144055,69.44090329630303,74.01201966854853,85.40945790080738,86.08227604767397,77.9123414071511,80.19992310649751,73.70242214532871,80.42250956109999,67.85649244217811,73.61136405026407,85.65936178392926,86.9281045751634,78.52748942714341,81.08419838523645
err050,set058,73.73884538335457,78.58313604079402,68.07503187033326,74.57657985794938,85.46712802768167,86.40907343329489,78.10457516339869,79.98846597462514,73.77526862138043,80.27681660899654,67.85649244217811,74.54015661992351,85.5440215301807,86.90888119953864,78.52748942714341,5.767012687427912
err050,set059,73.24713167000546,79.25696594427245,68.65780367874704,75.21398652340193,85.42868127643214,86.35140330642061,77.9123414071511,80.44982698961938,73.72063376434164,80.67747222728102,66.96412311054452,74.66763795301402,85.48635140330641,86.90888119953864,78.52748942714341,5.555555555555555
err050,set060,72.063376434165,78.81988708796212,67.83828082316518,74.19413585867784,85.48635140330641,86.85121107266436,77.9123414071511,79.93079584775087,73.72063376434164,80.69568384629393,67.0005463485704,74.48552176288472,85.62091503267973,87.0242214532872,78.52748942714341,7.689350249903883
err050,set061,72.99216900382444,79.18411946822073,68.76707339282461,74.70406119103988,85.48635140330641,86.62053056516724,77.95078815840061,79.95001922337562,73.77526862138043,80.24039337097068,67.7836459661264,74.13950100163905,85.48635140330641,86.37062668204537,78.46981930026912,5.555555555555555
err050,set062,49.93625933345475,79.09306137315608,68.00218539428155,74.37625204880713,85.37101114955786,86.42829680891964,77.83544790465206,80.60361399461745,73.72063376434164,80.33145146603533,68.00218539428155,10.526315789473683,85.5440215301807,87.00499807766244,78.54671280276817,5.555555555555555
err050,set063,71.26206519759607,79.32981242032416,67.98397377526862,73.92096157348388,85.50557477893118,86.42829680891964,77.9123414071511,80.1038062283737,73.72063376434164,80.24039337097068,67.83828082316518,2.8228009470041884,85.48635140330641,86.87043444828913,78.48904267589388,5.555555555555555
err050,set064,74.95902385722091,78.89273356401384,66.83664177745402,74.86796576215625,85.48635140330641,86.58208381391772,78.0084582852749,80.23836985774702,73.7570570023675,80.3132398470224,67.82006920415225,74.43088690584592,84.89042675893887,87.0242214532872,78.46981930026912,5.555555555555555
err050,set065,72.75541795665634,79.07484975414314,67.63795301402294,74.68584957202695,85.37101114955786,86.62053056516724,77.8162245290273,79.37331795463284,73.72063376434164,80.25860498998361,67.7836459661264,10.544527408486616,85.50557477893118,86.96655132641293,78.54671280276817,0.0
err050,set066,72.6097250045529,78.98379165907849,67.60152977599708,73.95738481150974,85.5440215301807,86.46674356016916,78.04690503652442,80.14225297962322,73.72063376434164,80.18575851393189,67.9111272992169,73.46567109816063,85.52479815455594,87.06266820453672,78.52748942714341,5.574778931180315
err050,set067,73.9938080495356,79.1659078492078,67.49226006191951,70.71571662720815,85.29411764705883,86.7358708189158,77.97001153402537,80.69973087274124,73.68421052631578,80.20397013294482,67.82006920415225,74.74048442906575,85.48635140330641,86.87043444828913,78.52748942714341,5.574778931180315
err050,set068,72.40939719541068,79.12948461118194,67.94755053724276,73.88453833545803,85.37101114955786,86.21683967704729,77.95078815840061,79.77700884275278,73.77526862138043,80.62283737024222,66.94591149153159,10.526315789473683,85.48635140330641,86.85121107266436,78.52748942714341,5.555555555555555
err050,set069,72.75541795665634,80.34966308504826,67.6743762520488,68.930977963941,85.27489427143406,86.13994617454826,78.04690503652442,79.85390234525183,73.73884538335457,80.24039337097068,67.82006920415225,2.1307594245128394,85.6401384083045,86.75509419454056,78.54671280276817,6.785851595540176
err050,set070,71.95410672008742,78.71061737388455,67.7836459661264,75.1411400473502,85.4479046520569,86.17839292579778,77.9123414071511,80.4882737408689,73.72063376434164,80.27681660899654,67.82006920415225,74.79511928610454,85.56324490580546,86.98577470203767,78.52748942714341,80.52672049211841
err050,set071,72.22728100528137,78.83809870697505,68.96740120196687,74.50373338189765,85.5440215301807,86.27450980392157,77.95078815840061,79.89234909650135,73.70242214532871,80.3678747040612,67.69258787106173,10.526315789473683,85.5440215301807,87.04344482891196,78.52748942714341,5.613225682429835
err050,set072,72.846476051721,79.22054270624659,67.0005463485704,74.3580404297942,85.60169165705499,86.58208381391772,77.89311803152633,80.33448673587081,73.73884538335457,80.20397013294482,67.80185758513932,74.3580404297942,85.42868127643214,86.67820069204151,78.48904267589388,5.555555555555555
err050,set073,72.4822436714624,78.8016754689492,67.65616463303587,73.73884538335457,85.27489427143406,86.58208381391772,77.85467128027682,80.12302960399846,73.72063376434164,80.27681660899654,67.80185758513932,74.75869604807868,85.50557477893118,86.88965782391388,78.52748942714341,5.555555555555555
err050,set074,72.35476233837188,78.83809870697505,68.58495720269532,73.92096157348388,85.33256439830834,86.04382929642446,78.08535178777393,80.33448673587081,73.72063376434164,80.20397013294482,67.14623930067383,16.09907120743034,85.48635140330641,86.96655132641293,78.52748942714341,5.555555555555555
err050,set075,72.68257148060464,79.1659078492078,67.71079949007466,75.15935166636314,85.42868127643214,86.75509419454056,77.93156478277585,77.45098039215686,73.72063376434164,80.18575851393189,67.83828082316518,10.526315789473683,85.56324490580546,86.85121107266436,78.54671280276817,5.555555555555555
err050,set076,72.02695319613913,79.111272992169,67.82006920415225,73.17428519395375,85.5440215301807,86.13994617454826,77.83544790465206,80.52672049211841,73.72063376434164,80.16754689491896,67.80185758513932,10.526315789473683,85.39023452518262,86.90888119953864,78.46981930026912,5.92079969242599
err050,set077,74.06665452558732,79.03842651611728,67.65616463303587,73.95738481150974,85.4479046520569,86.40907343329489,77.93156478277585,79.89234909650135,73.72063376434164,80.80495356037152,67.82006920415225,73.48388271717356,85.65936178392926,87.00499807766244,78.54671280276817,5.555555555555555
err050,set078,72.11801129120379,79.93079584775087,69.51374977235476,75.06829357129848,85.85159554017685,86.42829680891964,78.06612841214917,79.71933871587851,73.72063376434164,80.4953560371517,67.7836459661264,74.46731014387179,85.37101114955786,86.87043444828913,78.52748942714341,5.555555555555555
err050,set079,71.60808595884174,79.07484975414314,69.42269167729012,73.42924786013477,85.52479815455594,86.5436370626682,78.0084582852749,79.73856209150327,73.72063376434164,80.24039337097068,67.7836459661264,74.90438900018212,85.52479815455594,86.85121107266436,78.48904267589388,5.555555555555555
err050,set080,73.0832270988891,78.85631032598798,67.65616463303587,74.72227281005281,85.42868127643214,86.48596693579393,77.9123414071511,80.2960399846213,73.72063376434164,80.3132398470224,67.0005463485704,74.86796576215625,85.58246828143022,87.04344482891196,78.52748942714341,80.52672049211841
err050,set081,73.61136405026407,78.72882899289748,67.82006920415225,74.28519395374249,85.52479815455594,86.77431757016532,77.85467128027682,80.52672049211841,73.72063376434164,80.18575851393189,67.80185758513932,74.39446366782006,85.56324490580546,86.87043444828913,78.46981930026912,7.5932333717800855
err050,set082,72.86468767073393,78.81988708796212,68.8763431069022,73.8663267164451,85.39023452518262,86.75509419454056,77.9123414071511,79.71933871587851,73.68421052631578,80.18575851393189,67.83828082316518,8.286286650883264,85.5440215301807,86.94732795078815,78.48904267589388,5.555555555555555
err050,set083,74.15771262065198,79.20233108723366,66.90948825350573,74.32161719176835,85.50557477893118,86.4475201845444,78.08535178777393,80.3921568627451,73.72063376434164,80.18575851393189,67.69258787106173,74.412675286833,85.56324490580546,86.77431757016532,78.46981930026912,5.555555555555555
err050,set084,73.22892005099253,78.60134765980695,69.09488253505737,74.97723547623384,85.42868127643214,86.639753940792,77.98923490965012,80.33448673587081,73.7570570023675,80.1311236568931,67.87470406119104,74.61300309597523,85.52479815455594,86.90888119953864,78.48904267589388,5.555555555555555
err050,set085,72.71899471863048,78.94736842105263,69.27699872518667,76.27026042615188,85.4479046520569,86.60130718954248,78.04690503652442,79.85390234525183,73.72063376434164,80.76853032234565,67.76543434711346,11.272992169003825,85.50557477893118,86.87043444828913,78.52748942714341,5.555555555555555
err050,set086,72.00874157712622,79.09306137315608,68.38462939355308,74.7769076670916,85.6401384083045,86.52441368704345,77.95078815840061,79.56555171088043,73.70242214532871,80.40429794208706,67.89291568020397,10.526315789473683,84.2560553633218,86.87043444828913,78.52748942714341,5.555555555555555
err050,set087,73.68421052631578,78.89273356401384,66.67273720633764,74.12128938262612,85.33256439830834,86.52441368704345,78.02768166089965,80.1038062283737,73.68421052631578,81.07812784556548,66.67273720633764,10.544527408486616,85.58246828143022,87.08189158016147,78.52748942714341,80.5843906189927
err050,set088,74.06665452558732,78.65598251684574,67.6743762520488,74.21234747769077,85.56324490580546,86.159169550173,77.75855440215301,79.75778546712803,73.72063376434164,80.54999089419049,67.83828082316518,10.526315789473683,85.46712802768167,86.94732795078815,78.60438292964244,5.555555555555555
err050,set089,71.07994900746675,78.7470406119104,68.38462939355308,75.195774904389,85.42868127643214,86.62053056516724,77.9123414071511,78.89273356401384,73.70242214532871,80.0764887998543,68.00218539428155,14.441813877253686,85.60169165705499,86.85121107266436,78.54671280276817,5.670895809304114
err050,set090,72.30012748133309,78.91094518302677,67.94755053724276,74.412675286833,85.35178777393311,86.33217993079585,78.0084582852749,80.04613610149943,73.68421052631578,80.14933527590603,67.80185758513932,74.48552176288472,85.5440215301807,86.9281045751634,78.52748942714341,8.669742406766629
err050,set091,72.75541795665634,78.89273356401384,70.06009834274268,74.24877071571663,85.37101114955786,86.5436370626682,77.97001153402537,80.31526336024606,73.77526862138043,80.34966308504826,67.7836459661264,10.544527408486616,85.56324490580546,87.0242214532872,78.54671280276817,81.16109188773548
err050,set092,72.46403205244947,78.65598251684574,68.62138044072118,75.35967947550537,85.5440215301807,86.58208381391772,78.08535178777393,80.23836985774702,73.70242214532871,80.11291203788016,67.80185758513932,15.22491349480969,85.5440215301807,86.87043444828913,78.52748942714341,5.555555555555555
err050,set093,73.35640138408304,79.82152613367329,69.0584592970315,73.7570570023675,85.56324490580546,86.13994617454826,77.95078815840061,80.0076893502499,73.68421052631578,80.25860498998361,67.82006920415225,10.526315789473683,85.67858515955402,86.96655132641293,78.54671280276817,5.555555555555555
err050,set094,74.26698233472956,79.12948461118194,68.38462939355308,74.0484429065744,85.35178777393311,86.46674356016916,78.0084582852749,80.43060361399462,73.72063376434164,80.25860498998361,67.83828082316518,10.526315789473683,85.50557477893118,86.67820069204151,78.54671280276817,80.62283737024222
err050,set095,72.4822436714624,79.111272992169,68.63959205973411,72.50045529047532,85.37101114955786,86.37062668204537,77.93156478277585,79.79623221837755,73.72063376434164,80.25860498998361,67.80185758513932,10.526315789473683,85.52479815455594,86.9281045751634,78.52748942714341,8.073817762399077
err050,set096,71.4077581496995,78.91094518302677,70.1329448187944,74.21234747769077,85.33256439830834,86.52441368704345,77.85467128027682,80.85351787773934,73.73884538335457,80.38608632307412,68.00218539428155,73.9938080495356,85.50557477893118,86.85121107266436,78.54671280276817,5.555555555555555
err050,set097,71.71735567291933,79.34802403933709,67.82006920415225,74.84975414314331,85.40945790080738,86.35140330642061,77.83544790465206,80.19992310649751,73.72063376434164,80.20397013294482,67.80185758513932,74.61300309597523,84.87120338331411,86.9281045751634,78.48904267589388,5.594002306805075
