,,LBFGSB,LBFGSB,LBFGSB,LBFGSB,LBFGSB,LBFGSB,LBFGSB,LBFGSB,SCP,SCP,SCP,SCP,SCP,SCP,SCP,SCP
,,DMA1,DMA1,DMA1,DMA1,DMA2,DMA2,DMA2,DMA2,DMA1,DMA1,DMA1,DMA1,DMA2,DMA2,DMA2,DMA2
,,DW,DW,HW,HW,DW,DW,HW,HW,DW,DW,HW,HW,DW,DW,HW,HW
,,grouped,nongrouped,grouped,nongrouped,grouped,nongrouped,grouped,nongrouped,grouped,nongrouped,grouped,nongrouped,grouped,nongrouped,grouped,nongrouped
err075,set094,88.36277545073757,88.89091240211255,85.08468402841012,87.81642688034967,94.96347558631297,95.02114571318724,93.4640522875817,94.05997693194925,87.87106173738846,89.3462028774358,85.28501183755236,10.653797122564196,94.88658208381392,94.79046520569013,93.73317954632834,94.44444444444444
err075,set095,87.9621198324531,89.05481697322892,85.376069932617,86.48697869240576,95.21337946943483,95.00192233756248,93.3679354094579,93.69473279507882,87.87106173738846,89.40083773447459,85.26680021853943,10.526315789473683,94.80968858131487,94.96347558631297,93.73317954632834,9.111880046136102
err075,set096,87.67073392824622,89.14587506829356,85.70387907484975,88.18065926060827,94.94425221068819,95.05959246443676,93.29104190695887,94.1753171856978,87.88927335640139,89.41904935348752,85.26680021853943,88.34456383172464,94.80968858131487,95.00192233756248,93.73317954632834,5.555555555555555
err075,set097,87.50682935712985,89.20050992533236,85.52176288472046,88.30814059369878,94.94425221068819,94.98269896193771,93.3679354094579,93.92541330257593,87.87106173738846,89.25514478237116,85.28501183755236,88.14423602258242,94.29065743944636,95.07881584006151,93.69473279507882,7.285659361783929
err075,set098,88.08960116554361,89.07302859224185,85.55818612274632,88.25350573665999,94.96347558631297,94.90580545943868,93.40638216070742,94.07920030757401,87.87106173738846,89.49189582953925,85.28501183755236,13.84083044982699,94.42522106881968,95.02114571318724,93.75240292195309,5.555555555555555
err075,set099,87.79821526133674,89.12766344928063,85.43070478965579,76.43416499726825,94.96347558631297,94.96347558631297,93.44482891195693,93.59861591695503,87.88927335640139,89.56474230559097,85.2485885995265,10.799490074667638,94.8481353325644,94.98269896193771,93.73317954632834,6.939638600538254
err075,set100,87.81642688034967,89.01839373520306,85.13931888544892,88.1988708796212,94.90580545943868,94.92502883506344,93.3679354094579,93.6562860438293,87.87106173738846,89.49189582953925,85.28501183755236,10.744855217628848,94.559784698193,94.8481353325644,93.69473279507882,5.594002306805075
err200,set001,98.88909124021126,99.12584228737936,98.88909124021126,99.01657257330176,99.63475586312957,99.61553248750481,99.65397923875432,99.59630911188005,98.92551447823712,99.12584228737936,98.77982152613367,2.331087233655072,99.63475586312957,99.63475586312957,99.63475586312957,14.705882352941178
err200,set002,98.90730285922419,99.0894190493535,98.76160990712074,98.92551447823712,99.63475586312957,99.61553248750481,99.65397923875432,99.59630911188005,98.92551447823712,99.10763066836643,98.77982152613367,99.01657257330176,99.63475586312957,99.63475586312957,99.63475586312957,5.90157631680123
err200,set003,98.92551447823712,99.12584228737936,98.72518666909488,99.01657257330176,99.61553248750481,99.63475586312957,99.65397923875432,99.59630911188005,98.92551447823712,99.10763066836643,98.83445638317247,10.544527408486616,99.63475586312957,99.63475586312957,99.63475586312957,99.59630911188005
err200,set004,98.92551447823712,99.10763066836643,98.83445638317247,99.01657257330176,99.63475586312957,99.61553248750481,99.63475586312957,99.59630911188005,98.92551447823712,99.12584228737936,98.76160990712074,10.544527408486616,99.63475586312957,99.63475586312957,99.63475586312957,5.555555555555555
err200,set005,98.88909124021126,99.10763066836643,98.83445638317247,99.07120743034056,99.61553248750481,99.61553248750481,99.65397923875432,99.59630911188005,98.92551447823712,99.10763066836643,98.76160990712074,99.01657257330176,99.63475586312957,99.63475586312957,99.63475586312957,99.59630911188005
err200,set006,98.90730285922419,99.10763066836643,98.83445638317247,99.05299581132763,99.63475586312957,99.61553248750481,99.65397923875432,99.59630911188005,98.92551447823712,99.0894190493535,98.77982152613367,10.526315789473683,99.63475586312957,99.63475586312957,99.63475586312957,7.112648981161092
err200,set007,98.90730285922419,99.10763066836643,98.83445638317247,99.03478419231469,99.73087274125336,99.63475586312957,99.63475586312957,99.59630911188005,98.92551447823712,99.12584228737936,98.77982152613367,20.52449462757239,99.63475586312957,99.63475586312957,99.63475586312957,7.22798923490965
err200,set008,98.88909124021126,99.12584228737936,98.92551447823712,99.03478419231469,99.63475586312957,99.61553248750481,99.65397923875432,99.61553248750481,98.92551447823712,99.0894190493535,98.77982152613367,27.71808413767984,99.63475586312957,99.63475586312957,99.63475586312957,16.666666666666664
err200,set009,98.88909124021126,99.12584228737936,98.72518666909488,99.0894190493535,99.63475586312957,99.61553248750481,99.65397923875432,99.59630911188005,98.92551447823712,99.10763066836643,98.77982152613367,13.458386450555453,99.63475586312957,99.63475586312957,99.63475586312957,19.357939254133026
err200,set010,98.88909124021126,99.10763066836643,98.7980331451466,99.03478419231469,99.63475586312957,99.63475586312957,99.65397923875432,99.59630911188005,98.92551447823712,99.12584228737936,98.83445638317247,25.878710617373883,99.63475586312957,99.65397923875432,99.63475586312957,99.59630911188005
err200,set011,98.88909124021126,99.0894190493535,98.83445638317247,99.05299581132763,99.63475586312957,99.63475586312957,99.65397923875432,99.59630911188005,98.92551447823712,99.12584228737936,98.76160990712074,98.99836095428883,99.63475586312957,99.63475586312957,99.63475586312957,5.555555555555555
err200,set012,98.88909124021126,99.12584228737936,98.74339828810781,99.0894190493535,99.63475586312957,99.61553248750481,99.63475586312957,99.59630911188005,98.92551447823712,99.12584228737936,98.77982152613367,99.05299581132763,99.63475586312957,99.63475586312957,99.63475586312957,17.185697808535178
err200,set013,98.90730285922419,99.12584228737936,98.81624476415953,99.07120743034056,99.63475586312957,99.63475586312957,99.63475586312957,99.59630911188005,98.92551447823712,99.10763066836643,98.77982152613367,38.44472773629576,99.63475586312957,99.61553248750481,99.63475586312957,5.555555555555555
err200,set014,98.88909124021126,99.0894190493535,98.81624476415953,99.01657257330176,99.63475586312957,99.61553248750481,99.65397923875432,99.59630911188005,98.92551447823712,99.12584228737936,98.7980331451466,29.08395556364961,99.63475586312957,99.63475586312957,99.63475586312957,5.555555555555555
err200,set015,98.87087962119833,99.10763066836643,98.8526680021854,99.01657257330176,99.63475586312957,99.61553248750481,99.63475586312957,99.59630911188005,98.92551447823712,99.10763066836643,98.81624476415953,15.498087780003642,99.63475586312957,99.63475586312957,99.63475586312957,17.474048442906575
err200,set016,98.88909124021126,99.10763066836643,98.72518666909488,98.9801493352759,99.63475586312957,99.61553248750481,99.65397923875432,99.59630911188005,98.92551447823712,99.12584228737936,98.77982152613367,7.4849754143143326,99.63475586312957,99.63475586312957,99.63475586312957,13.610149942329874
err200,set017,98.88909124021126,99.12584228737936,98.90730285922419,99.05299581132763,99.63475586312957,99.63475586312957,99.63475586312957,99.59630911188005,98.92551447823712,99.10763066836643,98.83445638317247,25.259515570934255,99.63475586312957,99.63475586312957,99.63475586312957,5.555555555555555
err200,set018,98.88909124021126,99.0894190493535,98.76160990712074,99.03478419231469,99.61553248750481,99.61553248750481,99.65397923875432,99.59630911188005,98.92551447823712,99.12584228737936,98.77982152613367,27.881988708796214,99.63475586312957,99.61553248750481,99.63475586312957,99.59630911188005
err200,set019,98.90730285922419,99.0894190493535,98.81624476415953,99.07120743034056,99.63475586312957,99.61553248750481,99.65397923875432,99.59630911188005,98.92551447823712,99.12584228737936,98.77982152613367,13.276270260426152,99.63475586312957,99.61553248750481,99.63475586312957,99.59630911188005
err200,set020,98.87087962119833,99.12584228737936,98.74339828810781,99.01657257330176,99.76931949250289,99.61553248750481,99.65397923875432,99.59630911188005,98.92551447823712,99.05299581132763,98.83445638317247,13.82261883081406,99.63475586312957,99.63475586312957,99.63475586312957,16.243752402921956
err200,set021,98.87087962119833,99.10763066836643,98.72518666909488,99.07120743034056,99.67320261437908,99.63475586312957,99.65397923875432,99.59630911188005,98.92551447823712,99.10763066836643,98.83445638317247,98.9801493352759,99.63475586312957,99.63475586312957,99.63475586312957,23.760092272203
err200,set022,98.88909124021126,99.10763066836643,98.83445638317247,99.03478419231469,99.61553248750481,99.61553248750481,99.65397923875432,99.59630911188005,98.92551447823712,99.12584228737936,98.77982152613367,29.120378801675468,99.63475586312957,99.61553248750481,99.63475586312957,5.594002306805075
err200,set023,98.90730285922419,99.12584228737936,98.7980331451466,99.07120743034056,99.63475586312957,99.61553248750481,99.65397923875432,99.59630911188005,98.92551447823712,99.12584228737936,98.76160990712074,22.10890548169732,99.63475586312957,99.63475586312957,99.63475586312957,5.594002306805075
err200,set024,98.83445638317247,99.0894190493535,98.88909124021126,99.10763066836643,99.63475586312957,99.63475586312957,99.65397923875432,99.59630911188005,98.92551447823712,99.12584228737936,98.76160990712074,99.01657257330176,99.63475586312957,99.63475586312957,99.63475586312957,18.35832372164552
err200,set025,98.94372609725005,99.0894190493535,98.7980331451466,99.0894190493535,99.63475586312957,99.61553248750481,99.63475586312957,99.59630911188005,98.92551447823712,99.12584228737936,98.77982152613367,99.12584228737936,99.63475586312957,99.63475586312957,99.63475586312957,8.919646289888504
err200,set026,98.88909124021126,99.10763066836643,98.7980331451466,99.03478419231469,99.63475586312957,99.61553248750481,99.65397923875432,99.59630911188005,98.92551447823712,99.10763066836643,98.76160990712074,8.504826079038425,99.63475586312957,99.63475586312957,99.63475586312957,32.75663206459054
err200,set027,98.88909124021126,99.0894190493535,98.83445638317247,99.01657257330176,99.61553248750481,99.63475586312957,99.65397923875432,99.59630911188005,98.92551447823712,99.12584228737936,98.77982152613367,37.9894372609725,99.63475586312957,99.63475586312957,99.63475586312957,16.282199154171472
err200,set028,98.87087962119833,99.10763066836643,98.7980331451466,99.07120743034056,99.63475586312957,99.63475586312957,99.63475586312957,99.59630911188005,98.92551447823712,99.12584228737936,98.76160990712074,13.349116736477873,99.63475586312957,99.63475586312957,99.63475586312957,7.093425605536333
err200,set029,98.90730285922419,99.0894190493535,98.7980331451466,99.01657257330176,99.63475586312957,99.61553248750481,99.65397923875432,99.61553248750481,98.92551447823712,99.12584228737936,98.77982152613367,98.99836095428883,99.63475586312957,99.63475586312957,99.63475586312957,99.59630911188005
err200,set030,98.81624476415953,99.0894190493535,98.74339828810781,99.03478419231469,99.63475586312957,99.61553248750481,99.65397923875432,99.59630911188005,98.92551447823712,99.12584228737936,98.77982152613367,17.756328537606993,99.63475586312957,99.63475586312957,99.63475586312957,9.438677431757018
err200,set031,98.88909124021126,99.0894190493535,98.81624476415953,99.03478419231469,99.63475586312957,99.61553248750481,99.65397923875432,99.63475586312957,98.92551447823712,99.12584228737936,98.77982152613367,18.940083773447462,99.63475586312957,99.63475586312957,99.63475586312957,11.630142252979624
err200,set032,98.7980331451466,99.10763066836643,98.74339828810781,99.03478419231469,99.63475586312957,99.61553248750481,99.65397923875432,99.59630911188005,98.92551447823712,99.12584228737936,98.77982152613367,17.064287015115646,99.63475586312957,99.63475586312957,99.63475586312957,5.555555555555555
err200,set033,98.88909124021126,99.0894190493535,98.83445638317247,99.05299581132763,99.67320261437908,99.61553248750481,99.65397923875432,99.59630911188005,98.92551447823712,99.12584228737936,98.77982152613367,17.118921872154434,99.63475586312957,99.61553248750481,99.63475586312957,5.88235294117647
err200,set034,98.87087962119833,99.07120743034056,98.83445638317247,98.99836095428883,99.63475586312957,99.65397923875432,99.65397923875432,99.59630911188005,98.92551447823712,99.10763066836643,98.77982152613367,10.526315789473683,99.63475586312957,99.63475586312957,99.63475586312957,5.555555555555555
err200,set035,98.90730285922419,99.0894190493535,98.87087962119833,98.99836095428883,99.63475586312957,99.61553248750481,99.67320261437908,99.59630911188005,98.92551447823712,99.10763066836643,98.77982152613367,10.526315789473683,99.63475586312957,99.63475586312957,99.63475586312957,9.034986543637062
err200,set036,98.90730285922419,99.0894190493535,98.8526680021854,99.05299581132763,99.63475586312957,99.61553248750481,99.65397923875432,99.59630911188005,98.92551447823712,99.10763066836643,98.74339828810781,99.03478419231469,99.63475586312957,99.63475586312957,99.63475586312957,0.0
err200,set037,98.88909124021126,99.0894190493535,98.77982152613367,99.03478419231469,99.63475586312957,99.63475586312957,99.63475586312957,99.59630911188005,98.92551447823712,99.12584228737936,98.76160990712074,98.99836095428883,99.63475586312957,99.63475586312957,99.63475586312957,5.555555555555555
err200,set038,95.97523219814241,99.0894190493535,98.74339828810781,98.57949371699144,99.61553248750481,99.61553248750481,99.65397923875432,99.59630911188005,98.92551447823712,99.12584228737936,98.76160990712074,21.653615006374068,99.63475586312957,99.63475586312957,99.63475586312957,99.59630911188005
err200,set039,98.90730285922419,99.0894190493535,98.81624476415953,99.0894190493535,99.63475586312957,99.61553248750481,99.65397923875432,99.59630911188005,98.92551447823712,99.10763066836643,98.77982152613367,20.997996721908578,99.63475586312957,99.63475586312957,99.63475586312957,5.555555555555555
err200,set040,98.88909124021126,99.0894190493535,98.7980331451466,99.07120743034056,99.63475586312957,99.61553248750481,99.65397923875432,99.59630911188005,98.92551447823712,99.12584228737936,98.77982152613367,29.484611181934074,99.63475586312957,99.63475586312957,99.63475586312957,99.59630911188005
err200,set041,98.88909124021126,99.0894190493535,98.8526680021854,99.07120743034056,99.63475586312957,99.61553248750481,99.65397923875432,99.59630911188005,98.92551447823712,99.10763066836643,98.77982152613367,30.86869422691677,99.63475586312957,99.63475586312957,99.63475586312957,7.920030757400999
err200,set042,98.88909124021126,99.10763066836643,98.7980331451466,99.07120743034056,99.63475586312957,99.61553248750481,99.65397923875432,99.59630911188005,98.92551447823712,99.10763066836643,98.77982152613367,18.047714441813877,99.63475586312957,99.61553248750481,99.63475586312957,5.709342560553633
err200,set043,98.88909124021126,99.07120743034056,98.77982152613367,98.99836095428883,99.61553248750481,99.61553248750481,99.65397923875432,99.59630911188005,98.92551447823712,99.10763066836643,98.77982152613367,98.99836095428883,99.63475586312957,99.63475586312957,99.63475586312957,99.59630911188005
err200,set044,99.01657257330176,99.0894190493535,98.8526680021854,99.07120743034056,99.63475586312957,99.61553248750481,99.65397923875432,99.59630911188005,98.92551447823712,99.12584228737936,98.76160990712074,53.41467856492442,99.63475586312957,99.63475586312957,99.63475586312957,7.497116493656286
err200,set045,98.96193771626297,99.07120743034056,98.76160990712074,99.03478419231469,99.75009611687813,99.61553248750481,99.65397923875432,99.59630911188005,98.92551447823712,99.12584228737936,98.76160990712074,10.526315789473683,99.63475586312957,99.61553248750481,99.63475586312957,10.015378700499808
err200,set046,98.9801493352759,99.10763066836643,98.81624476415953,99.03478419231469,99.63475586312957,99.61553248750481,99.65397923875432,99.59630911188005,98.92551447823712,99.10763066836643,98.76160990712074,25.277727189947186,99.63475586312957,99.63475586312957,99.63475586312957,11.745482506728182
err200,set047,98.88909124021126,99.10763066836643,98.83445638317247,99.07120743034056,99.7116493656286,99.61553248750481,99.65397923875432,99.59630911188005,98.92551447823712,99.12584228737936,98.77982152613367,99.01657257330176,99.63475586312957,99.63475586312957,99.63475586312957,5.555555555555555
err200,set048,95.6656346749226,99.10763066836643,98.90730285922419,99.03478419231469,99.61553248750481,99.61553248750481,99.65397923875432,99.59630911188005,98.92551447823712,99.12584228737936,98.76160990712074,98.99836095428883,99.63475586312957,99.63475586312957,99.63475586312957,99.59630911188005
err200,set049,98.88909124021126,99.10763066836643,98.8526680021854,99.03478419231469,99.63475586312957,99.61553248750481,99.63475586312957,99.59630911188005,98.92551447823712,99.07120743034056,98.77982152613367,99.01657257330176,99.63475586312957,99.63475586312957,99.63475586312957,99.59630911188005
err200,set050,98.88909124021126,99.0894190493535,98.8526680021854,99.05299581132763,99.63475586312957,99.61553248750481,99.65397923875432,99.59630911188005,98.92551447823712,99.10763066836643,98.76160990712074,5.554543798943726,99.63475586312957,99.61553248750481,99.63475586312957,99.59630911188005
err200,set051,98.81624476415953,99.07120743034056,98.74339828810781,99.07120743034056,99.63475586312957,99.61553248750481,99.65397923875432,99.59630911188005,98.92551447823712,99.12584228737936,98.77982152613367,5.263157894736842,99.63475586312957,99.63475586312957,99.63475586312957,7.247212610534409
err200,set052,98.76160990712074,99.10763066836643,98.8526680021854,98.99836095428883,99.63475586312957,99.61553248750481,99.65397923875432,99.59630911188005,98.92551447823712,99.12584228737936,98.76160990712074,99.19868876343106,99.63475586312957,99.63475586312957,99.63475586312957,5.574778931180315
err200,set053,98.90730285922419,99.12584228737936,98.81624476415953,99.0894190493535,99.63475586312957,99.61553248750481,99.65397923875432,99.59630911188005,98.92551447823712,99.12584228737936,98.76160990712074,23.40193043161537,99.63475586312957,99.63475586312957,99.63475586312957,5.555555555555555
err200,set054,98.88909124021126,99.12584228737936,98.87087962119833,99.05299581132763,99.63475586312957,99.63475586312957,99.65397923875432,99.59630911188005,98.92551447823712,99.12584228737936,98.77982152613367,99.01657257330176,99.63475586312957,99.63475586312957,99.63475586312957,99.59630911188005
err200,set055,98.88909124021126,99.10763066836643,98.81624476415953,99.27153523948279,99.63475586312957,99.61553248750481,99.65397923875432,99.59630911188005,98.92551447823712,99.10763066836643,98.74339828810781,99.01657257330176,99.63475586312957,99.63475586312957,99.63475586312957,5.555555555555555
err200,set056,98.88909124021126,99.14405390639229,98.74339828810781,98.99836095428883,99.63475586312957,99.61553248750481,99.65397923875432,99.59630911188005,98.92551447823712,99.12584228737936,98.77982152613367,10.526315789473683,99.63475586312957,99.63475586312957,99.63475586312957,5.555555555555555
err200,set057,98.88909124021126,99.07120743034056,98.81624476415953,99.03478419231469,99.63475586312957,99.63475586312957,99.65397923875432,99.59630911188005,98.92551447823712,99.10763066836643,98.77982152613367,99.01657257330176,99.63475586312957,99.63475586312957,99.63475586312957,99.59630911188005
err200,set058,98.88909124021126,99.16226552540522,98.83445638317247,98.99836095428883,99.63475586312957,99.61553248750481,99.63475586312957,99.59630911188005,98.92551447823712,99.10763066836643,98.77982152613367,99.05299581132763,99.63475586312957,99.61553248750481,99.63475586312957,17.82006920415225
err200,set059,98.88909124021126,99.10763066836643,98.83445638317247,98.99836095428883,99.63475586312957,99.61553248750481,99.65397923875432,99.59630911188005,98.92551447823712,99.10763066836643,98.83445638317247,99.03478419231469,99.63475586312957,99.63475586312957,99.63475586312957,7.400999615532487
err200,set060,98.88909124021126,99.12584228737936,98.74339828810781,99.05299581132763,99.63475586312957,99.61553248750481,99.65397923875432,99.59630911188005,98.92551447823712,99.10763066836643,98.83445638317247,99.03478419231469,99.63475586312957,99.63475586312957,99.63475586312957,18.742791234140714
err200,set061,98.88909124021126,99.0894190493535,98.83445638317247,98.99836095428883,99.63475586312957,99.61553248750481,99.65397923875432,99.59630911188005,98.92551447823712,99.12584228737936,98.77982152613367,99.01657257330176,99.63475586312957,99.63475586312957,99.63475586312957,7.439446366782007
err200,set062,95.51994172281915,99.0894190493535,98.7980331451466,99.07120743034056,99.63475586312957,99.61553248750481,99.65397923875432,99.59630911188005,98.92551447823712,99.12584228737936,98.77982152613367,10.526315789473683,99.63475586312957,99.63475586312957,99.63475586312957,5.555555555555555
err200,set063,98.90730285922419,99.10763066836643,98.8526680021854,99.10763066836643,99.63475586312957,99.61553248750481,99.65397923875432,99.59630911188005,98.92551447823712,99.12584228737936,98.76160990712074,15.170278637770899,99.63475586312957,99.61553248750481,99.63475586312957,5.574778931180315
err200,set064,98.90730285922419,99.12584228737936,98.9801493352759,99.03478419231469,99.63475586312957,99.61553248750481,99.65397923875432,99.59630911188005,98.92551447823712,99.10763066836643,98.77982152613367,98.99836095428883,99.61553248750481,99.63475586312957,99.63475586312957,7.7085736255286434
err200,set065,98.88909124021126,99.0894190493535,98.7980331451466,99.01657257330176,99.63475586312957,99.61553248750481,99.65397923875432,99.59630911188005,98.92551447823712,99.12584228737936,98.76160990712074,18.666909488253506,99.63475586312957,99.63475586312957,99.63475586312957,0.0
err200,set066,98.90730285922419,99.12584228737936,98.88909124021126,98.92551447823712,99.63475586312957,99.61553248750481,99.65397923875432,99.59630911188005,98.92551447823712,99.12584228737936,98.77982152613367,98.99836095428883,99.63475586312957,99.63475586312957,99.63475586312957,7.88158400615148
err200,set067,98.90730285922419,99.10763066836643,98.7980331451466,98.06956838462939,99.63475586312957,99.61553248750481,99.65397923875432,99.59630911188005,98.92551447823712,99.12584228737936,98.77982152613367,99.01657257330176,99.63475586312957,99.63475586312957,99.63475586312957,5.574778931180315
err200,set068,98.90730285922419,99.0894190493535,98.81624476415953,99.03478419231469,99.7116493656286,99.63475586312957,99.65397923875432,99.59630911188005,98.92551447823712,99.0894190493535,98.83445638317247,11.254780549990894,99.63475586312957,99.63475586312957,99.63475586312957,6.728181468665897
err200,set069,98.90730285922419,99.10763066836643,98.77982152613367,98.9801493352759,99.67320261437908,99.63475586312957,99.65397923875432,99.59630911188005,98.92551447823712,99.12584228737936,98.77982152613367,4.316153706064469,99.63475586312957,99.63475586312957,99.63475586312957,12.860438292964243
err200,set070,98.92551447823712,99.12584228737936,98.72518666909488,99.03478419231469,99.63475586312957,99.63475586312957,99.65397923875432,99.59630911188005,98.92551447823712,99.10763066836643,98.76160990712074,99.03478419231469,99.63475586312957,99.63475586312957,99.63475586312957,99.59630911188005
err200,set071,98.87087962119833,99.0894190493535,98.8526680021854,98.99836095428883,99.63475586312957,99.63475586312957,99.63475586312957,99.59630911188005,98.92551447823712,99.10763066836643,98.76160990712074,18.703332726279367,99.63475586312957,99.63475586312957,99.63475586312957,8.093041138023837
err200,set072,98.88909124021126,99.0894190493535,98.90730285922419,99.05299581132763,99.63475586312957,99.61553248750481,99.65397923875432,99.59630911188005,98.92551447823712,99.12584228737936,98.76160990712074,99.05299581132763,99.63475586312957,99.63475586312957,99.63475586312957,14.878892733564014
err200,set073,98.90730285922419,99.12584228737936,98.72518666909488,99.14405390639229,99.63475586312957,99.61553248750481,99.65397923875432,99.59630911188005,98.92551447823712,99.10763066836643,98.77982152613367,99.12584228737936,99.63475586312957,99.61553248750481,99.63475586312957,5.555555555555555
err200,set074,98.88909124021126,99.0894190493535,98.81624476415953,99.03478419231469,99.67320261437908,99.63475586312957,99.63475586312957,99.59630911188005,98.92551447823712,99.10763066836643,98.83445638317247,31.506100892369332,99.63475586312957,99.63475586312957,99.63475586312957,5.555555555555555
err200,set075,98.88909124021126,99.10763066836643,98.81624476415953,99.03478419231469,99.63475586312957,99.61553248750481,99.65397923875432,99.57708573625528,98.92551447823712,99.12584228737936,98.76160990712074,10.781278455654707,99.63475586312957,99.63475586312957,99.63475586312957,5.613225682429835
err200,set076,98.83445638317247,99.0894190493535,98.81624476415953,99.05299581132763,99.63475586312957,99.63475586312957,99.65397923875432,99.59630911188005,98.92551447823712,99.10763066836643,98.77982152613367,14.988162447641596,99.63475586312957,99.63475586312957,99.63475586312957,12.283737024221452
err200,set077,98.88909124021126,99.12584228737936,98.7980331451466,99.05299581132763,99.63475586312957,99.63475586312957,99.65397923875432,99.59630911188005,98.92551447823712,99.0894190493535,98.77982152613367,99.05299581132763,99.63475586312957,99.63475586312957,99.63475586312957,5.555555555555555
err200,set078,98.88909124021126,99.14405390639229,98.81624476415953,99.03478419231469,99.61553248750481,99.61553248750481,99.69242599000384,99.59630911188005,98.92551447823712,99.0894190493535,98.77982152613367,98.9801493352759,99.63475586312957,99.63475586312957,99.63475586312957,8.823529411764707
err200,set079,98.87087962119833,99.0894190493535,98.77982152613367,99.07120743034056,99.63475586312957,99.61553248750481,99.65397923875432,99.59630911188005,98.92551447823712,99.10763066836643,98.76160990712074,99.01657257330176,99.63475586312957,99.61553248750481,99.63475586312957,8.900422914263745
err200,set080,98.90730285922419,99.10763066836643,98.74339828810781,98.99836095428883,99.63475586312957,99.61553248750481,99.65397923875432,99.59630911188005,98.92551447823712,99.12584228737936,98.83445638317247,98.99836095428883,99.63475586312957,99.63475586312957,99.63475586312957,99.59630911188005
err200,set081,98.88909124021126,99.12584228737936,98.7980331451466,99.03478419231469,99.63475586312957,99.59630911188005,99.65397923875432,99.59630911188005,98.92551447823712,99.12584228737936,98.77982152613367,99.05299581132763,99.63475586312957,99.63475586312957,99.63475586312957,13.206459054209919
err200,set082,98.81624476415953,99.18047714441813,98.74339828810781,99.05299581132763,99.63475586312957,99.61553248750481,99.65397923875432,99.59630911188005,98.92551447823712,99.12584228737936,98.77982152613367,15.93516663631397,99.63475586312957,99.63475586312957,99.63475586312957,5.555555555555555
err200,set083,98.90730285922419,99.10763066836643,98.90730285922419,99.03478419231469,99.63475586312957,99.61553248750481,99.65397923875432,99.59630911188005,98.92551447823712,99.10763066836643,98.77982152613367,98.99836095428883,99.63475586312957,99.61553248750481,99.63475586312957,8.477508650519031
err200,set084,98.88909124021126,99.14405390639229,98.83445638317247,99.03478419231469,99.63475586312957,99.61553248750481,99.65397923875432,99.59630911188005,98.92551447823712,99.12584228737936,98.76160990712074,99.05299581132763,99.63475586312957,99.63475586312957,99.63475586312957,5.555555555555555
err200,set085,98.87087962119833,99.12584228737936,98.81624476415953,98.9801493352759,99.63475586312957,99.61553248750481,99.65397923875432,99.59630911188005,98.92551447823712,99.10763066836643,98.77982152613367,27.33564013840831,99.63475586312957,99.63475586312957,99.63475586312957,6.420607458669743
err200,set086,98.88909124021126,99.0894190493535,98.81624476415953,99.01657257330176,99.69242599000384,99.61553248750481,99.65397923875432,99.59630911188005,98.92551447823712,99.12584228737936,98.76160990712074,10.526315789473683,99.61553248750481,99.63475586312957,99.63475586312957,5.95924644367551
err200,set087,98.90730285922419,99.14405390639229,98.88909124021126,98.52485885995264,99.63475586312957,99.59630911188005,99.63475586312957,99.59630911188005,98.92551447823712,99.05299581132763,98.83445638317247,10.580950646512475,99.63475586312957,99.63475586312957,99.63475586312957,99.59630911188005
err200,set088,98.88909124021126,99.12584228737936,98.76160990712074,98.9801493352759,99.76931949250289,99.63475586312957,99.69242599000384,99.59630911188005,98.92551447823712,99.0894190493535,98.77982152613367,20.997996721908578,99.63475586312957,99.63475586312957,99.63475586312957,5.555555555555555
err200,set089,98.76160990712074,99.10763066836643,98.8526680021854,98.99836095428883,99.63475586312957,99.61553248750481,99.65397923875432,99.59630911188005,98.92551447823712,99.10763066836643,98.77982152613367,28.75614642141686,99.63475586312957,99.63475586312957,99.63475586312957,8.016147635524797
err200,set090,98.94372609725005,99.10763066836643,98.81624476415953,99.03478419231469,99.63475586312957,99.63475586312957,99.63475586312957,99.59630911188005,98.92551447823712,99.10763066836643,98.77982152613367,98.99836095428883,99.63475586312957,99.63475586312957,99.63475586312957,28.604382929642448
err200,set091,98.90730285922419,99.0894190493535,98.7980331451466,99.03478419231469,99.63475586312957,99.61553248750481,99.65397923875432,99.59630911188005,98.92551447823712,99.10763066836643,98.76160990712074,22.43671462393007,99.63475586312957,99.63475586312957,99.63475586312957,99.59630911188005
err200,set092,98.90730285922419,99.10763066836643,98.83445638317247,98.99836095428883,99.63475586312957,99.61553248750481,99.63475586312957,99.59630911188005,98.92551447823712,99.12584228737936,98.77982152613367,24.69495538153342,99.63475586312957,99.63475586312957,99.63475586312957,9.18877354863514
err200,set093,98.88909124021126,99.0894190493535,98.81624476415953,99.05299581132763,99.63475586312957,99.61553248750481,99.65397923875432,99.59630911188005,98.92551447823712,99.12584228737936,98.76160990712074,10.526315789473683,99.63475586312957,99.63475586312957,99.63475586312957,5.555555555555555
err200,set094,98.90730285922419,99.0894190493535,98.92551447823712,99.07120743034056,99.63475586312957,99.61553248750481,99.63475586312957,99.59630911188005,98.92551447823712,99.12584228737936,98.76160990712074,17.392096157348387,99.63475586312957,99.65397923875432,99.63475586312957,99.59630911188005
err200,set095,98.88909124021126,99.12584228737936,98.8526680021854,99.01657257330176,99.67320261437908,99.61553248750481,99.65397923875432,99.59630911188005,98.92551447823712,99.12584228737936,98.76160990712074,10.526315789473683,99.63475586312957,99.63475586312957,99.63475586312957,9.93848519800077
